CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
733,Time Trapper (DC),,733_20070630200133_char.jpg,,,None entered.
2111,Jayna (DC)(Post Crisis),Jayna ,,"Jayna can transform into any animal after contact with her brother, Zan.",,None entered.
647,Bulldozer (Marvel)(02 - Henry Camp),Henry Camp ,647_20070817144359_char.jpg,"Bulldozer shares the Asgardian enchantment originally given to the Wrecker, becoming transformed into a being of superhuman power, slightly less than an Asgardian god. He possesses vast superhuman strength and a high degree of invulnerability with some resistance to cold, heat, fire, corrosives and toxins. (When the Wrecking Crew believed their enchantment was fading, they sought augmentation by geneticist Arnim Zola, who used scientific means to restore their power.)",,"Henry Camp was a U.S. Army master sergeant who turned to crime after being discharged. While in prison at Ryker’s Island, he met and befriended Dirk Garthwaite, a.k.a. the Wrecker. The Wrecker told his friends of the power he received by Karnilla, the Norn Queen, power enough to take on the thunder god Thor, and they orchestrated an escape. With fellow convicts Dr. Eliot Franklin and Brian Calusky, the four managed to retrieve the crowbar that housed the powers that had been drained from the Wrecker. Grasping the bar in an electrical storm, the Wrecker was restored, Franklin became Thunderball, Calusky became Piledriver, and Camp became Bulldozer. Together, they became known as the Wrecking Crew. |||| After their first foray against the Defenders, Bulldozer and the Wrecking Crew were inseparable, appearing with them in all their endeavors, including their abduction to Battleworld by the Beyonder and joining with Doctor Doom's army of super-villains. The Crew also joined Baron Zemo's Masters of Evil and Bulldozer was instrumental in helping bring down Hercules. After this, Thor used his hammer to draw the Wrecker’s power away from the others who divided it, and Bulldozer was left powerless. |||| |||| Months later, the Wrecker freed his Crew and restored their power once more. As before, wherever the Wrecking Crew was to be found, Bulldozer was among their number. They performed many other acts of villainy, although they had to deal often with the treachery of Thunderball, who craved the Wrecker’s power all for himself. Eventually, the Crew reconciled, seeking out Hercules once more. But battling them helped Hercules overcome the fear of combat he had suffered since the beating at their hands, and they were defeated. |||| |||| Once, their powers began fading when many of Asgard's links to Earth were separated. The entire Crew received a power boost when hired by Arnim Zola to battle the Thunderbolts (unaware that the Thunderbolts included many of their former allies in the Masters of Evil). |||| |||| The Wrecking Crew appeared together for various endeavors: hired by the likes of the Doomsday Man, battling heroes such as the Avengers and the Warriors Three, used as lackeys by Morgan Le Fay, among others. When the Crew was imprisoned in the Raft, they joined the massive breakout and escaped. |||| |||| His daughter Marcy is introduced in Fantastic Four #3 (2014)."
68964,Alan Dell,,,,,"Boyfriend of Jun Moon, also known as the Enchantress."
3522,Rex the Wonder Dog,Rex ,3522_20080420131005_char.jpg,,,None entered.
7206,Nightrider,Dagon ,7206_20091102165758_char.jpg,,,None entered.
4173,Liri Lee,,,,,None entered.
25560,Antaeus (Post-Crisis),Mark Antaeus ,25560_20081017202706_char.jpg,,,None entered.
613,Abra Kadabra (DC),Abhararakadhararbarakh ,613_20051203101411_char.jpg,,,"Abra Kadabra is from the 64th century, at a time when science has made stage magic obsolete. However, he wants a career as a performing magician, so he goes back in time to find an audience to entertain and soon clashes with the Flash (Barry Allen). His 'magic' is actually based on advanced technology, disguised with supernatural trappings. |||| |||| One of his more heinous acts is kidnapping Linda Park, the girlfriend of Wally West (Barry Allen's protege and successor), during their wedding and erasing her from history, though he is ultimately defeated. He also tricks five rogues into selling their souls to Neron so he can gain real magic powers. |||| |||| Abra Kadabra makes an appearance in The Flash:The Fastest Man Alive #7 (Feb 2007), attempting to steal a vault filled with precious diamonds. Kadabra is carrying out a performance in Los Angeles (Bart Allen's town) for a fresh start when he tried to commit the robbery; his actions are foiled by the only man 'faster than 64th century tech.' |||| |||| Abra Kadabra is mentioned in Neil Gaiman's Books of Magic miniseries. In the fourth issue Timothy Hunter, escorted by Mister E, visits the 64th century, described by E as a time when the differences between magic and technology have become blurred. The inhabitants tell them they have selected their 'date-line' to send the 'Madchild Abhararakadhararbarakh'. Timothy Hunter responds 'Abracadabra?' and Mister E tells him not to talk to the inhabitants of this time, and so they then continue their path into the future. |||| |||| One Year Later, he and several other Rogues are approached by Inertia with a plan to kill the Flash (then Bart Allen). Though Inertia is defeated, Kadabra and the other Rogues successfully beat Bart to death, though not before Kadabra recognizes that Bart is too young to be the Flash they are used to dealing with."
3686,Willow 327,,3686_20160102163659_char.jpg,"Cybernetic telepath.  Can 'see' through her monkeylike companion, Rainbow's, eyes.",blind,None entered.
2146,Black Hand (DC),William Hand ,2146_20090226064314_char.jpg,,,None entered.
37240,Fred Farrell (Post-crisis),,,,,Fire commissioner in Metropolis.
103,Hawkman (DC)(Post Crisis)(06 - Fel Andar),Fel Andar ,,,,None entered.
686,Red Skull (Marvel)(01 - Johann Schmidt),Johann Schmidt ,686_20060909204331_char.jpg,He was a highly gifted strategist and political mastermind.,,"The Red Skull, Johann Schmidt, was a former Nazi general officer and confidant of Adolf Hitler. He has been closely affiliated with HYDRA and is an enemy of S.H.I.E.L.D., The Avengers, and the interests of the United States of America and of the free world in general. He was physically augmented by having his mind put in the body of a clone of Captain America; giving him a body that is the pinnacle of human perfection. He has been seemingly killed in the past only to return to plague the world with schemes of world domination and genocide, time and time again."
9783,Surtur (Marvel),Surtr ,9783_20061216103007_char.jpg,* Agility |||| * Astral Projection |||| * Berserker Strength |||| * Blast Power |||| * Cosmic Awareness |||| * Dimensional Manipulation |||| * Divine Powers |||| * Energy Absorption |||| * Energy Manipulation |||| * Energy-Enhanced Strike |||| * Fire Control |||| * Flame Breath |||| * Flight |||| * Healing |||| * Heat Generation |||| * Heat Vision |||| * Immortal |||| * Intellect |||| * Invulnerability |||| * Levitation |||| * Longevity |||| * Magic |||| * Power Item (flaming Twilight Sword) |||| * Psionic |||| * Shape Shifter |||| * Size Manipulation |||| * Soul Absorption |||| * Stamina |||| * Super Hearing |||| * Super Sight |||| * Super Speed |||| * Super Strength |||| * Swordsmanship |||| * Telekinesis |||| * Teleport |||| * Unarmed Combat |||| * Weapon Master,,"Surtur is the Lord of Muspelheim and King of the Fire Giants. He is a demon of gigantic proportions and one of the greatest threats to Asgard. He wields the powerful Twilight Sword. |||| |||| At the world's end sat Surtur, the Demon of Fire, who waited, with his flaming sword, for the end of the world, when he might go forth to destroy gods and men alike. |||| |||| *** ORIGIN *** |||| Details of Surtur's origin are unknown. Presumably he was born and raised in Muspelheim, the land of the fire giants. At some point he became the ruler of Muspelheim. |||| ||||"
54,Impulse (DC)(01 - Bart Allen),Bartholomew 'Bart' Allen ,54_20080519193410_char.jpg,,,"Suffering from a hyper-accelerated metabolism, Bart Allen was aging at a faster rate than that of any human being thus causing him to appear the age of twelve when he was chronologically only two years old. To prevent him from developing mental health problems he was raised in a virtual reality machine which created a simulated world that kept pace with his own scale of time. When it became clear that this method was not helping, his grandmother, Iris Allen, took him back in time to the present where The Flash, Wally West, tracked him down in a race across the world. By forcing Bart into an extreme burst of speed, Wally managed to shock his hyper-metabolism back to normal. Because he had spent the majority of his childhood in a simulated world, Bart had no concept of danger and was prone to leaping before he looked. The youth proved to be more trouble than Wally could handle, and he was palmed off onto retired superhero speedster Max Mercury, who moved Bart to Manchester, Alabama. As retconned in Impulse #50, Batman named him 'Impulse' as a warning, not as a compliment. |||| |||| Bart joined the Titans early in his career before going on to become one of the founding members (along with Robin and Superboy) of the superhero team Young Justice. For a time, Impulse became the owner of a spaceship granted to him by a rich sultan in appreciation for having helped save his castle. The team used this ship to reunite Doiby Dickles with his queen and restore the rightful rule of Myrg. Impulse stayed with Young Justice for an extensive period of time during which he developed the ability to make speed-force energy duplicates. This allowed him to be in multiple places at once. The newly acquired power proved useful until one of the duplicates was killed during the 'Our Worlds at War' storyline when half the team was lost on Apokolips. Bart quit Young Justice temporarily as the death of his duplicate led him to come to terms with his own mortality. |||| |||| Following Max Mercury's disappearance, Bart was taken in by Jay Garrick, the first Flash, and his wife Joan. After the breakup of Young Justice, Bart joined some of his former teammates in a new line-up of the Teen Titans."
1805,Baron Zemo (Marvel)(02 - Helmut Zemo),Helmut Zemo ,1805_20060309183927_char.jpg,"Zemo's aging has been slowed by periodic immersion in Compound X. |||| |||| He is a gifted scientist. Though not an inventive genius, he is a capable engineer and a talented problem-solver, highly adept at understanding, modifying, and manipulating existing technologies. He is a fine marksman with handguns and an expert swordsman. |||| |||| He sometimes wears circuitry in his hood guarding against psychic assault, and occasionally uses weapons or traps incorporating his father's Adhesive X, which forms an unbreakable bond with any substance unless it is subjected to a special solvent. Zemo has recently usurped Karla Sofen's moonstones, alien power gems which enable him to manipulate energy on a massive scale for effects such as strength/durability augmentation, space warp creation, gravity manipulation, light manipulation, molecular phasing, and more.",,"Helmut Zemo was born to greatness-and great darkness. Both legacies began with Harbin Zemo, a minor official in the small town of Zeulniz who single-handedly fought off a band of Slav raiders in 1480. Rewarded with a title as the first Baron Zemo, Harbin became legendary for his bravery, but he also became infamous for his grandiose ego and bloodthirsty temper. In the early 20th Century, scientific genius Heinrich Zemo became the twelfth Baron Zemo. Heinrich and his wife Hilda had a son, Helmut. Born in the 1930s, Helmut spent at least part of his youth in Berlin, developing a fondness for American popular culture imports such as horror films, comic books and movie serials. |||| |||| |||| Meanwhile, Heinrich became a leading scientist and special agent in Hitler's Nazi regime, inventing an early laser beam (his 'death ray'), the super-durable Adhesive X, the age-retarding Compound X, and more. While his loving family worshipped him, Heinrich quickly became one of the most despised enemies of the Allied powers, and was also widely disgraced in his own country after a defeat by America's Howling Commandos. Hated and feared both at home and abroad, Heinrich began wearing a hooded disguise almost constantly; he also began going mad, especially after his hood was permanently glued to his head by Adhesive X during a battle with the Allied super-agent Captain America. As Heinrich grew more unstable, he became abusive toward his family. Hilda died helping Captain America thwart Zemo's Medusa Effect scheme, but Helmut remained loyal, helping his father battle the Captain and the hero's young partner Bucky Barnes during that same incident. |||| |||| In 1945, Baron Zemo seemingly slew Captain America and Bucky and went into hiding in the Amazon, carving out his own private kingdom with the aid of a mercenary army (including Erik Josten in recent years) and an enslaved native population. In Heinrich's absence, Helmut led a more normal life for decades, studying science and becoming an engineer. Summoned to visit Heinrich's Amazon stronghold, Helmut watched his father ruthlessly crush a native uprising, saw Josten's fanatical devotion to the Baron, and heard Heinrich boast of killing the World War II freedom fighter Citizen V (John Watkins); Helmut was disturbed yet intrigued. Roughly one year later, news of Captain America's survival led to a series of clashes between the Captain (backed by the Avengers) and the Baron (backed by his Masters of Evil). After Heinrich accidentally killed himself during a battle with Captain America, Helmut blamed the Captain for destroying their family. Studying and replicating some of Heinrich's inventions and undergoing combat training, Helmut eventually attacked Captain America in the costumed guise of the Phoenix, also battling the Captain's new partner the Falcon. In the end, Zemo was accidentally knocked into a vat of Adhesive X. |||| |||| Helmut survived, but with hideous facial scars. As the new Baron Zemo, he targeted Captain America with the aid of his android ally Primus and various mutates created by Zemo's mad geneticist associate Arnim Zola, such as the rat-man Vermin. Zemo also began menacing the Captain's friends, notably Arnie Roth. Barely escaping with his life after Vermin turned on him, Zemo formed an alliance with Nazi mastermind the Red Skull and his daughter Mother Night, allowing them to mentor him in the ways of evil as they launched a series of attacks on Captain America and his friends. Zemo soon wearied of both his subordinate status and his mentors' indiscriminately hateful worldview, so he turned against his allies. Narrowly surviving a psychic assault from Mother Night, the Baron decided to avenge the loss of his family by destroying Captain America's adopted family, the Avengers. Zemo recruited the largest Masters of Evil team yet and led them in occupying Avengers Mansion, capturing and torturing several of the occupants. The Avengers soon retook the Mansion, and Zemo suffered a crippling fall in battle with Captain America. |||| |||| Later, aided by the mercenary Batroc's Brigade, Zemo battled Captain America and others on a futile quest to resurrect Heinrich with the Bloodstone. Further injured in another fall while escaping, Zemo subsequently tried to press Vermin and the other mutates back into his service, but Spider-Man opposed him, and Vermin ultimately turned on him viciously again. Sometime thereafter, Helmut married the Zemo-inspired terrorist known as the Baroness, who had once claimed to be Heinrich Zemo resurrected in female form. As the Baron and Baroness Zemo, the couple abducted a host of neglected and abused children to create an instant family for themselves, but Captain America freed the children and captured the Zemos with the aid of Diamondback (Rachel Leighton) and Free Spirit. |||| |||| After Heike reportedly died in prison, Zemo had begun to reassemble his Masters when the Avengers (including Captain America) were seemingly slain by Onslaught. Deprived of his greatest foes and his guiding obsession, Zemo finally began to accept the fact that his father had destroyed himself, and that his own obsession with destroying Captain America was ultimately pointless. Shifting his focus from vengeance to power, Zemo led his Masters in masquerading as the Thunderbolts, a new heroic super-team replacing the Avengers, accumulating public trust and resources until they were ready to strike. Zemo himself posed as the new Citizen V in a mockingly ironic nod to Heinrich's old victim. The deception lasted for months, until Zemo used a mind-influencing bio-modem to subjugate much of the planet. Most of the Thunderbolts had grown to like their roles as heroes, though, so they turned against Zemo and foiled his plot, despite his use of the Avengers and the Fantastic Four as mind-controlled pawns. Savagely beaten by his teammate Moonstone (Karla Sofen), who resented Zemo for squandering the potential of their heroic pose, Helmut escaped with the reluctant aid of Thunderbolts member Atlas (Erik Josten), paying his debt to the Zemo family). |||| |||| Partnered for a time with the robotic Techno, Zemo repeatedly sought revenge on the Thunderbolts. However, he gradually realized that Moonstone was right about his having wasted the group's early potential, and decided it might be better to manipulate the world rather than openly rule it. Stalked by the new Citizen V (Dallas Riordan), who sought to destroy him for tainting the Citizen V legacy, Zemo escaped her but was later killed in his own headquarters by the government assassin Scourge (Jack Monroe). |||| |||| However, Zemo's consciousness survived thanks to a failsafe device engineered by Techno, transplanting Zemo's consciousness into the comatose body of adventurer John Watkins III, the previous Citizen V (true heir to the original). Posing as a revived Citizen V, Zemo reluctantly served the V-Battalion, helping to foil Baron Strucker's mind control conspiracy (of which Scourge had been an unwilling agent). When Strucker's daughter Andrea realized who Citizen V really was, Zemo slew her. For a time, Citizen V led a government-sponsored team of super-agents known as the Redeemers. When Graviton slaughtered the Redeemers, Citizen V teamed with the Thunderbolts to save the world from Graviton, though the battle hurled almost all the Thunderbolts into the Franklin Richards-created Counter-Earth. Zemo's disembodied consciousness went with them, now inhabiting the tech-pack of Fixer (Techno reborn in his original human form), then usurped the body of Counter-Earth’s Helmut Zemo with the Fixer's aid. |||| |||| Reborn in an unscarred facsimile of his original body, Zemo at first hoped to conquer Counter-Earth, but reluctantly joined the team's efforts to save the world rather than rule it, slowly coming to regard the business of world-saving as an intriguing and rewarding challenge. Already influenced by his stints with the Thunderbolts and the Redeemers, as well as his time within the brain of John Watkins III, Zemo had begun to show tiny sparks of nobility. He and the other Thunderbolts were soon regarded as beloved heroes by the people of Counter-Earth. |||| |||| Zemo's Thunderbolts were thrown back to their native Earth while saving both worlds from an all-consuming void. They accomplished this with the aid of a new team of Thunderbolts that Hawkeye and Songbird had organized on Earth in their absence, and the two factions of Thunderbolts soon assembled to decide their collective future. Though deeply suspicious of Zemo, Hawkeye was soon convinced that Zemo at least had the desire and potential to reform, and Hawkeye believed he could trust the other Thunderbolts to keep an eye on him. With this in mind, Hawkeye and several others left the group, and the remaining Thunderbolts reorganized under Zemo's leadership. Zemo even began to develop a romantic interest in Moonstone, though whether it was ever mutual is unclear. |||| Zemo's new Thunderbolts soon became internationally celebrated heroes. However, none of the team fully trusted Zemo, and the Avengers regarded him with even greater suspicion, planting Tony Stark in the Cobalt Man suit as a spy within his group. When the Thunderbolts created the global energy-absorbing Liberator project, the Avengers uncovered evidence of a secret failsafe designed to steal its power, and assumed it was Zemo's handiwork. However, when the Avengers interfered in the Liberator's test run, the failsafe turned out to be created by Moonstone. He accidentally absorbed the Liberator energies and went on a power-mad rampage stopped by the combined efforts of both teams, though not before Zemo's face had been horribly scarred again - ironically, while shielding Captain America from Moonstone. In the end, Zemo's Thunderbolts broke up, Moonstone was left comatose, and Zemo absconded with Moonstone's vastly powerful alien gemstones. He has since worked behind the scenes to manipulate the new Thunderbolts without their knowledge, pursuing goals as yet unknown."
17500,Tawny Young (DC),,17500_20090128202551_char.jpg,,,Revealed John Stewart identity as a Green Lantern to the world. Green Lantern #188
93394,Callie,,,* Claws |||| * Super Hearing |||| * Super Smell |||| * Tracking |||| * Wind Bursts,,"Callie was Wolverine's pet dog given, to him by his father on Christmas. Callie unfortunately met his demise at the hands of Dog."
15395,Yazz,Unknown ,15395_20091007103112_char.jpg,"A small blue avian extraterrestrial, the Yazz was capable of gliding on his (or her) not-fully-developed wings.",The Yazz had a particular penchant for awful comedy.,"The last of his (or her) species, the Yazz befriended Justice League America when they took over the Overmaster's escape pod and turned into a refuge for the various other 'last of their kind' that the Overmaster had collected. A habitual consumer of Earth media, the Yazz served as the group's assistant, adviser, mascot, and comic relief at various points. When the League defeated Flicker, the Yazz stayed with his fellow last survivors aboard Flicker's old ship. They have not been seen since."
6188,Masque (Marvel)(02 - Madame Masque Imposter),,6188_20151024100814_char.jpg,,,"Bioduplicate of Madame Masque, posed as Bethany Cabe to gain confidence of Iron Man, joined Avengers, abducted by Benedict and returned to Madame Masque for punishment. Survived destruction of Las Vegas base, attempted to use Ion Lock device against Nefaria, disintegrated by him, sacrifice convinced Madame Masque to use the Ion Lock and to help Avengers against Nefaria."
38,Stature (Marvel),Cassandra 'Cassie' Eleanor Lang ,38_20081004115656_char.jpg,Stature has the ability to grow many times her size at will.  She is also able to shrink to microscopic size.,,"Daughter of the late Scott Lang ( the second Ant-man ), Cassie accidentally found out that she can grow to giant size when confronted by the Young Avengers while looking for her father's things at Avengers Mansion. |||| Following her father's death, Cassie sought out Tony Stark for answers as to why and how her father died.  This directly led her into a conflict with her mother and step-father that prompted Cassie to run away from home.  She saw the Young Avengers on TV and, although unaware of her powers, she decided to get her father's spare costume and equipment from Avengers Mansion and join the new team. In a fit of anger, she grew for the first time.  She revealed that she had been secretly exposing herself to Pym Particles for years. |||| Although only 14, she managed to use her powers bravely in a battle with Kang the Conqueror and joined the Young Avengers , much to the chagrin of the adult Avengers. |||| Cassie later discovered the ability to shrink at will.  She joined Hank Pym's “Mighty Avengers” team, along with Young Avenger teammate, The Vision ."
13243,Bethany Snow (DC),,,,,Reporter. Secretly a follower of Brother Blood.
18,Starman (DC)(07 - Jack Knight),Jack Knight ,18_20050925073219_char.jpg,,,"Although Ted Knight, the original Starman, was his father, Jack cared little for the world of super-heroes, preferring his career as a collectibles dealer. However, when his brother, David, was killed in action shortly after taking on the role of Starman, Jack was forced into taking up the cosmic rod in order to protect Opal City and bring his brother's killer to justice. Since then, he imperceptibly came to love his role as Opal's protector, and found that he enjoyed being a hero. Recently, he embarked on a year-long quest in space to find Will Payton, his girlfriend Sadie's brother and a former Starman. He was eventually successful in his quest, but did not bring Payton back to Earth since the latter discovered he may be the reincarnation of an alien prince. |||| |||| Jack agreed to be a member of the Justice Society after the mission to ensure Fate's reincarnation, but following events in Opal City which kept him away for some time, he reconsidered and become a reservist, called in when the group was in desperate need of additional firepower. Later still, following the death of his father, and Sadie's announcement that she was pregnant, he decided to step down from the heroic world altogether in order to rear his two children (the first having been sired without his knowledge when he was raped by the Mist), passing the cosmic rod onto Courtney Whitmore, the current Star-Spangled Kid."
117,Killer Frost (DC)(02 - Louise Lincoln),Louise Lincoln ,117_20070128104835_char.jpg,,,None entered.
2293,Spawn (01 - Al Simmons),Al Simmons ,2293_20071025073739_char.jpg,Practically limitless powers of hell.,Powerless in Heaven & certain blessed zones on earth.,"Al Simmons, once the U.S. government's greatest soldier and most effective assassin, was mercilessly executed by his own men. Resurrected from the ashes of his own grave in a flawed agreement with the powers of darkness, Simmons is reborn as a creature from the depths of Hell. A Hellspawn. Now Spawn must choose between his life on Earth and his place on a throne in Hell."
11930,Crucible (Marvel)(01 - Byron Calley),Byron Calley ,11930_20071207111747_char.jpg,Burner is a mutant with the ability to cause combustion in objects psionically and can pyrokinetically project flames from his hands. He is immune to the flames he creates.,,"Burner and the other members of Mutant Force have been employed by Mandrill, Mad-Dog and Professor Power as generic henchmen. Byron Calley was a member of Magneto's second Brotherhood of Mutants team as Burner. Nothing has been revealed of Burner's past. He was last seen fighting against the New Warriors but was defeated by the young heroes. |||| |||| ||||"
3236,J. Jonah Jameson (Marvel)(Ultimate),,3236_20070918153727_char.jpg,,,None entered.
42241,Faceache,Frederick Akely ,,,,aka Ricky Rubberneck
86,Red Hood (02 - Jason Todd),Jason Peter Todd ,86_20070905144412_char.jpg,None,None ||||,"The second Robin was murdered by the archenemy of his mentor : The Joker. |||| He wasn't 'supposed' to be dead at all, and the fact that he had died was a glitch in the universe's makeup. |||| But when Superboy-Prime hit the wall of his prison, the story corrected itself, and Jason, six months after the Joker murdered him, awoke in his coffin, still bruised and bleeding from the beating and explosion which had killed him. Using his belt buckle and bare hands, he managed to dig his way out and walk more than twelve miles away from the graveyard before being found by anyone. All he would say, and kept saying, was 'Bruce'. |||| Then the injuries to his skull and brain became too much, and he lapsed into a coma. He remained in a chronic vegetative state for a year. No record of his identity could be found. |||| |||| His body awoke in time, but not his mind. Running on instinct, Jason escaped Huntington Convalescent Home and sought refuge on the streets. Still bereft of reason and sense of self, he spent another year there, stealing food and sharing it with the other homeless people in the area. |||| When he fought in the street with an angry homeless, a man recognised his style. |||| Through the underworld network, Jason's whereabouts became known to Ra's Al Ghul and his daughter Talia, who brought Jason to their home. |||| |||| A year later, Jason had regained the health he had lost living on the street. His abilities as a fighter remained, but nothing of his personality or ability to interact with the world was evident. Ra's, becoming frustrated with how much time Talia was spending on the boy, decided it was time for Jason to be sent elsewhere. |||| |||| Taking matters into her own hands, Talia shoved the unresponsive Jason into her father's Lazarus Pit, a rejuvenating pool which could restore life to bodies which were placed within it. It brought Jason's mind back. Fleeing Ra's' fury, Talia and Jason escaped to an oceanside clifftop. There, Talia warned Jason not to go to Bruce until Jason knew the truth -- that the Joker was still alive. |||| |||| He trained himself, teamed with Hush, a new foe of Batman, to see if his dad had remorse when fighting his long dead sidekick |||| But he wasn't. A father lost his child and a boy his father, once more... |||| So a became the RedHood, willing to destroy the evil in Gotham, and killing everyone who try to stop him..."
43,Power Girl (DC),Karen Starr (Kara Zor-L) ,43_20051121232903_char.jpg,All of Superman's (Kal-L) powers.,Standard Kryptonian weaknesses.,"Power Girl is the Earth-Two equivalent of Supergirl, native Kryptonian and cousin to Superman. Her origins have changed several times in continuity when the Multiverse was erased Post-Crisis, and she has also been seen as a descendant of Arion with ties to Atlantis. The distinctive costume she wears lacks an emblem, and she uses this as an advantage to distract others in combat. She has been a member of the Justice League, the Justice Society, Infinity, Inc., Birds of Prey, the Suicide Squad and the Sovereign Seven."
7728,Cassandra 'Cassie' Eleanor Lang (Marvel),,7728_20080320221410_char.jpg,,,"Cassie Lang is the daughter of Peggy Lang and Scott Lang, the second Ant-man .  Following her parents divorce and her father's death, she sought out Scott's spare uniforms and equipment.  In so doing, she encountered the newly-formed Young Avengers, and discovered that her secret, self-inflicted exposure to Pym Particles had given her the power to grow and shrink at will, she quickly joined the Young Avengers and became Stature ."
9307,Wheeler,,,,,None entered.
1028,Stilt-Man (Marvel)(01 - Wilbur Day),Wilbur Day ,1028_20070923235109_char.jpg,,,None entered.
2604,Ultivac,,,,,None entered.
99,Golden Eagle (01 - Charley Parker),Charley Parker ,99_20070414213125_char.jpg,,,None entered.
69247,Iron Teacher,,,,,None entered.
8712,Praxis (DC),Jason Praxis ,8712_20081206024832_char.jpg,"In his words: he can mentally control electricity, which means he can control 'anything' since all matter contains electrons.",,None entered.
56787,Elgin,,,,,None entered.
42239,Joseph Carey Merrick,,,,,None entered.
473,Night Thrasher (Marvel)(01 - Dwayne Taylor),Dwayne Taylor ,473_20050925140753_char.jpg,,,"Dwayne Taylor grew up believing his rich parents were killed by criminals for some unexplained reason. Taylor's guardians, the ex-military sergeant Chord (a friend of his father's) and the elderly martial arts master Tai, supported Taylor's vow to make all criminals pay for their actions, helping him create the identity of Night Thrasher. |||| |||| Taylor trained hard to be a skilled fighter. On his first outing, he met Midnight's Fire and Silhouette. These two superhumans were taking out criminals by gaining their confidence and then busting them. Giving his name as Night Thrasher, Taylor joined them on their crusade. One night, while Silhouette was infiltrating a gunrunning operation, the police accidentally came upon them. Scared that the police were fixing to shoot his sister, Midnight's Fire started to throw a blade at them. Taylor stopped him before he had a chance to throw it, and a gun battle erupted. Silhouette was hit and badly injured in the spine. Taylor, who had fallen in love with Silhouette, was heartbroken, as was Midnight's Fire. Midnight's Fire swore to get revenge on Taylor someday. Taylor left them, believing that Silhouette was dead. |||| |||| Realizing that he needed more of an edge, Taylor trained even harder. Using his parent's Taylor Foundation, Taylor had Chord provide him with a state-of-the-art headquarters, training facilities, and computer support systems. He also had developed specialized armor and weaponry. Taylor then decided to create a special team so he would have some backup. He recruited several young heroes and formed the New Warriors. |||| |||| Shortly after they formed the team, Midnight's Fire made an appearance and tried to frame Taylor with the murder of two policemen. In a final battle with Midnight's Fire, Taylor overcame his fear of his nemesis and beat him in a battle. Taylor then discovered that Silhouette was still alive but crippled. She renounced her brother's actions, turning him in to the police and joining Taylor in the New Warriors. |||| |||| After the Warriors thwarted a plot by the criminal scientists of A.I.M., Taylor discovered a link between A.I.M.'s benefactors and the Taylor Foundation. With some investigation, he discovered dozens of illegal operations and shady business practices performed by the Foundation, linking them with criminal industrialist Gideon and the Japanese Yakuza syndicate, among others. Taylor used the Warriors to seek out the truth in confronting the Yakuza, but the team balked at making a deal with criminals. Taylor refused to budge, and the argument led him to quit the New Warriors. |||| |||| Taylor was then approached by the criminal team Folding Circle, of which Midnight's Fire was a part, since they promised to lead him to the truth of his past. In doing so, it was revealed that Taylor's father, while in Vietnam, was captured by Tai, who was a powerful sorcerer guarding an ancient temple. Tai had coerced Taylor's father and others in his military unit, including Chord, to have children with the women of the temple, in order that their children would later be sacrificed in the temple's mystic well of dimensional energies and thereby give Tai even greater power. Chord and Taylor's father tried to thwart this plot, and Chord was thus mystically ensorcelled to kill Taylor's parents. The Folding Circle was comprised of the children of Tai's prophecy, but it was assembling its members too early for Tai's wishes. The New Warriors, investigating Night Thrasher's activities, tracked the Circle to the Vietnamese temple, where they joined Folding Circle in a climatic battle with Tai. Ultimately, Tai was seemingly slain by the very energies she tried to master. |||| |||| Taylor rejoined the New Warriors and served with them for a long tenure. He left the team eventually, rededicating himself to his role as chairman of the Taylor Foundation, although he would team up with them when the need arose. Later, Taylor decided to give up adventuring altogether, becoming a full-time director of the Taylor Foundation. He believed that true battles for justice would be fought in the boardrooms. He moved to the Seattle branch of the Foundation, seemingly disbanding the New Warriors. |||| |||| Over time, however, the New Warriors reassembled without Taylor's help. Even so, as the Warriors continued to use equipment and facilities associated with the Taylor Foundation, he was able to monitor the new version of the team. He even rejoined them briefly against the assassin Junzo Muto and agents of the Hand. |||| |||| More recently, the Taylor Foundation suffered a massive downfall when its funding of cancer research banked on the efforts of Zachary Smith. Smith’s cure was revealed to be nothing more than his mutant son’s subconscious help. The Foundation’s stock tanked and Smith abandoned his son, but Dwayne Taylor stepped in to adopt the young mutant, now Microbe. However, it would require more creative solutions to save the Foundation. Night Thrasher made a deal with shady television executive Ashley Brothers to avoid bankruptcy, but this also forced the New Warriors into a unique re-branding as a reality-TV show. Hoping to make the best of the situation, the team hit the road to become heroes for the common man throughout small-town America. |||| |||| The Warriors enjoyed mixed success and popularity, but the show was officially cancelled and bankruptcy proceedings were initiated. Even so, the Warriors were able to return and continue their reality-TV efforts. However, when they hoped to boost their ratings by apprehending a quartet of villains holed up in Stamford, Connecticut, tragedy struck. During the battle, Nitro used his power to cause a massive explosion. It killed Night Thrasher, the New Warriors, and almost everyone in the vicinity."
